CASE_NUMBER,CASE_STATUS,RECEIVED_DATE,DECISION_DATE,EMPLOYER_NAME,SOC_CODE,SOC_NAME,JOB_TITLE,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,WAGE_UNIT_OF_PAY,WORKSITE_CITY,WORKSITE_STATE,WORKSITE_POSTAL_CODE
I-200-24000166,Certified,2024-12-20,2025-01-12,AIRBNB INC,15-1252.00,Computer Occupations,Senior Full Stack Engineer,153000,164476,Year,Remote,US,00000
I-200-24000167,Certified,2026-01-21,2026-02-20,META PLATFORMS INC,15-1252.00,Computer Occupations,Senior Software Engineer,197000,203208,Year,Atlanta,GA,30303
I-200-24000168,Certified,2025-09-27,2025-10-25,OPENAI LLC,15-1252.00,Computer Occupations,Senior Backend Engineer,169000,185220,Year,Atlanta,GA,30303
I-200-24000169,Certified,2025-08-23,2025-08-30,DATADOG INC,15-1252.00,Computer Occupations,Senior Full Stack Engineer,180500,196176,Year,Raleigh,NC,27601
I-200-24000170,Certified,2025-06-01,2025-06-15,OUTLIER CORP,15-1252.00,Computer Occupations,Senior Software Engineer,2500000,2500000,Year,Atlanta,GA,30303
I-200-24000171,Certified,2026-03-18,2026-04-04,STRIPE INC,15-1252.00,Computer Occupations,Staff Backend Architect,292500,307338,Year,Sunnyvale,CA,94086
I-200-24000172,Certified,2025-02-28,2025-03-26,ANTHROPIC PBC,15-1252.00,Computer Occupations,Staff Software Engineer,265500,284645,Year,Sunnyvale,CA,94086
I-200-24000173,Certified,2025-03-17,2025-04-14,OPENAI LLC,15-1252.00,Computer Occupations,Staff Software Engineer,274500,287572,Year,Seattle,WA,98101
I-200-24000174,Certified,2025-02-06,2025-02-16,ANTHROPIC PBC,15-1252.00,Computer Occupations,Staff Backend Architect,243500,251943,Year,San Francisco,CA,94105
I-200-24000175,Certified,2025-12-19,2025-12-30,MICROSOFT CORP,15-1252.00,Computer Occupations,Staff Software Engineer,247500,255821,Year,San Francisco,CA,94105
I-200-24000176,Certified,2026-04-01,2026-04-22,CLOUDFLARE INC,15-1252.00,Computer Occupations,Staff Software Engineer,290000,297175,Year,Sunnyvale,CA,94086
I-200-24000177,Certified,2025-04-11,2025-04-24,ANTHROPIC PBC,15-1252.00,Computer Occupations,Staff Software Engineer,281500,287107,Year,San Francisco,CA,94105
I-200-24000178,Certified,2025-06-16,2025-07-12,PALANTIR TECHNOLOGIES INC,15-1252.00,Computer Occupations,Staff Backend Architect,293000,300915,Year,New York,NY,10001
I-200-24000179,Certified,2025-03-27,2025-04-14,DATADOG INC,15-1252.00,Computer Occupations,Staff Software Engineer,249500,255422,Year,San Francisco,CA,94105
I-200-24000180,Certified,2025-09-08,2025-09-17,MICROSOFT CORP,15-1252.00,Computer Occupations,Staff Backend Architect,281500,288376,Year,Seattle,WA,98101
I-200-24000181,Certified,2025-08-28,2025-09-19,AMAZON.COM SERVICES LLC,15-1252.00,Computer Occupations,Staff Backend Architect,318000,323898,Year,New York,NY,10001
I-200-24000182,Certified,2025-11-11,2025-11-24,APPLE INC,15-1252.00,Computer Occupations,Staff Backend Architect,260500,270436,Year,Seattle,WA,98101
I-200-24000183,Certified,2026-02-02,2026-02-18,SNOWFLAKE INC,15-1252.00,Computer Occupations,Staff Software Engineer,264500,276512,Year,New York,NY,10001
I-200-24000184,Certified,2025-03-07,2025-03-18,DATADOG INC,15-1252.00,Computer Occupations,Staff Software Engineer,272000,283310,Year,New York,NY,10001
I-200-24000185,Certified,2025-10-31,2025-11-29,SNOWFLAKE INC,15-1252.00,Computer Occupations,Staff Software Engineer,246500,257708,Year,Seattle,WA,98101
I-200-24000186,Certified,2025-04-09,2025-05-06,UBER TECHNOLOGIES INC,15-1252.00,Computer Occupations,Staff Software Engineer,272500,279061,Year,Sunnyvale,CA,94086
I-200-24000187,Certified,2026-01-02,2026-02-01,DATADOG INC,15-1252.00,Computer Occupations,Staff Software Engineer,303000,309499,Year,San Francisco,CA,94105
I-200-24000188,Certified,2025-11-24,2025-12-13,AIRBNB INC,15-1252.00,Computer Occupations,Staff Software Engineer,329000,338642,Year,Sunnyvale,CA,94086
I-200-24000189,Certified,2025-11-28,2025-12-10,AIRBNB INC,15-1252.00,Computer Occupations,Staff Backend Architect,267000,273367,Year,New York,NY,10001
I-200-24000190,Certified,2025-01-26,2025-02-13,PALANTIR TECHNOLOGIES INC,15-1252.00,Computer Occupations,Staff Software Engineer,271000,286653,Year,Seattle,WA,98101
I-200-24000191,Certified,2025-03-12,2025-03-24,PALANTIR TECHNOLOGIES INC,15-1252.00,Computer Occupations,Staff Backend Architect,278500,298408,Year,Seattle,WA,98101
I-200-24000192,Certified,2025-06-01,2025-06-15,OUTLIER CORP,15-1252.00,Computer Occupations,Staff Software Engineer,2500000,2500000,Year,San Francisco,CA,94105
I-200-24000193,Certified,2026-01-12,2026-01-24,SNOWFLAKE INC,15-1252.00,Computer Occupations,Staff Software Engineer,237000,250541,Year,Chicago,IL,60601
I-200-24000194,Certified,2025-08-31,2025-09-17,ANTHROPIC PBC,15-1252.00,Computer Occupations,Staff Software Engineer,248000,267623,Year,Denver,CO,80202
I-200-24000195,Certified,2026-04-10,2026-04-30,SNOWFLAKE INC,15-1252.00,Computer Occupations,Staff Backend Architect,245000,260343,Year,Chicago,IL,60601
I-200-24000196,Certified,2025-06-08,2025-06-16,MICROSOFT CORP,15-1252.00,Computer Occupations,Staff Software Engineer,242500,254507,Year,Boston,MA,02110
I-200-24000197,Certified,2025-08-02,2025-08-28,OPENAI LLC,15-1252.00,Computer Occupations,Staff Software Engineer,250000,256569,Year,Chicago,IL,60601
I-200-24000198,Certified,2025-12-24,2026-01-04,STRIPE INC,15-1252.00,Computer Occupations,Staff Software Engineer,246500,256573,Year,Austin,TX,78701
I-200-24000199,Certified,2025-08-28,2025-09-19,UBER TECHNOLOGIES INC,15-1252.00,Computer Occupations,Staff Software Engineer,228000,238888,Year,Austin,TX,78701
I-200-24000200,Certified,2025-05-18,2025-06-17,APPLE INC,15-1252.00,Computer Occupations,Staff Backend Architect,243000,260715,Year,Denver,CO,80202
I-200-24000201,Certified,2025-06-30,2025-07-13,STRIPE INC,15-1252.00,Computer Occupations,Staff Backend Architect,222500,232394,Year,Austin,TX,78701
I-200-24000202,Certified,2025-12-20,2026-01-13,ANTHROPIC PBC,15-1252.00,Computer Occupations,Staff Software Engineer,201000,212319,Year,Chicago,IL,60601
I-200-24000203,Certified,2026-01-08,2026-01-21,AMAZON.COM SERVICES LLC,15-1252.00,Computer Occupations,Staff Software Engineer,238000,253682,Year,Denver,CO,80202
I-200-24000204,Certified,2025-01-14,2025-01-27,META PLATFORMS INC,15-1252.00,Computer Occupations,Staff Software Engineer,241000,256952,Year,Denver,CO,80202
I-200-24000205,Certified,2025-05-03,2025-06-02,OPENAI LLC,15-1252.00,Computer Occupations,Staff Backend Architect,263500,271573,Year,Denver,CO,80202
I-200-24000206,Certified,2025-12-31,2026-01-18,MICROSOFT CORP,15-1252.00,Computer Occupations,Staff Backend Architect,259500,279006,Year,Denver,CO,80202
I-200-24000207,Certified,2025-11-22,2025-11-29,AMAZON.COM SERVICES LLC,15-1252.00,Computer Occupations,Staff Software Engineer,274500,293960,Year,Boston,MA,02110
I-200-24000208,Certified,2025-01-29,2025-02-15,PALANTIR TECHNOLOGIES INC,15-1252.00,Computer Occupations,Staff Software Engineer,251500,267959,Year,Chicago,IL,60601
I-200-24000209,Certified,2025-08-08,2025-08-18,DATADOG INC,15-1252.00,Computer Occupations,Staff Backend Architect,257500,266950,Year,Boston,MA,02110
I-200-24000210,Certified,2026-03-22,2026-04-06,PALANTIR TECHNOLOGIES INC,15-1252.00,Computer Occupations,Staff Backend Architect,253000,268365,Year,Boston,MA,02110
I-200-24000211,Certified,2025-01-07,2025-02-05,CLOUDFLARE INC,15-1252.00,Computer Occupations,Staff Software Engineer,251000,258767,Year,Boston,MA,02110
I-200-24000212,Certified,2025-01-04,2025-01-23,SNOWFLAKE INC,15-1252.00,Computer Occupations,Staff Backend Architect,239000,258805,Year,Boston,MA,02110
I-200-24000213,Certified,2025-12-13,2026-01-05,CLOUDFLARE INC,15-1252.00,Computer Occupations,Staff Backend Architect,213500,233465,Year,Denver,CO,80202
I-200-24000214,Certified,2025-07-24,2025-08-23,SNOWFLAKE INC,15-1252.00,Computer Occupations,Staff Backend Architect,245000,258404,Year,Denver,CO,80202
I-200-24000215,Certified,2025-06-01,2025-06-15,OUTLIER CORP,15-1252.00,Computer Occupations,Staff Software Engineer,2500000,2500000,Year,Austin,TX,78701
I-200-24000216,Certified,2026-01-13,2026-01-28,DATADOG INC,15-1252.00,Computer Occupations,Staff Backend Architect,230500,241589,Year,Raleigh,NC,27601
I-200-24000217,Certified,2025-06-25,2025-07-20,UBER TECHNOLOGIES INC,15-1252.00,Computer Occupations,Staff Software Engineer,196500,210404,Year,Raleigh,NC,27601
I-200-24000218,Certified,2026-05-01,2026-05-09,APPLE INC,15-1252.00,Computer Occupations,Staff Backend Architect,234500,249148,Year,Remote,US,00000
I-200-24000219,Certified,2025-10-09,2025-11-03,AMAZON.COM SERVICES LLC,15-1252.00,Computer Occupations,Staff Backend Architect,235500,250260,Year,Raleigh,NC,27601
I-200-24000220,Certified,2025-06-30,2025-07-24,DATADOG INC,15-1252.00,Computer Occupations,Staff Software Engineer,218000,233404,Year,Raleigh,NC,27601
I-200-24000221,Certified,2025-05-14,2025-05-28,META PLATFORMS INC,15-1252.00,Computer Occupations,Staff Software Engineer,218000,236197,Year,Remote,US,00000
I-200-24000222,Certified,2025-06-19,2025-07-15,AIRBNB INC,15-1252.00,Computer Occupations,Staff Software Engineer,242000,254053,Year,Salt Lake City,UT,84101
I-200-24000223,Certified,2024-12-19,2025-01-09,UBER TECHNOLOGIES INC,15-1252.00,Computer Occupations,Staff Backend Architect,195500,205184,Year,Remote,US,00000
I-200-24000224,Certified,2026-01-19,2026-02-18,STRIPE INC,15-1252.00,Computer Occupations,Staff Software Engineer,223500,237872,Year,Salt Lake City,UT,84101
I-200-24000225,Certified,2025-03-25,2025-04-24,AIRBNB INC,15-1252.00,Computer Occupations,Staff Backend Architect,190000,199844,Year,Raleigh,NC,27601
I-200-24000226,Certified,2025-02-05,2025-03-05,SNOWFLAKE INC,15-1252.00,Computer Occupations,Staff Software Engineer,206500,217503,Year,Remote,US,00000
I-200-24000227,Certified,2025-09-04,2025-09-11,AIRBNB INC,15-1252.00,Computer Occupations,Staff Backend Architect,207000,224212,Year,Remote,US,00000
I-200-24000228,Certified,2025-09-06,2025-09-18,ANTHROPIC PBC,15-1252.00,Computer Occupations,Staff Backend Architect,226500,234101,Year,Remote,US,00000
I-200-24000229,Certified,2025-01-14,2025-02-11,ANTHROPIC PBC,15-1252.00,Computer Occupations,Staff Backend Architect,206500,224059,Year,Raleigh,NC,27601
I-200-24000230,Certified,2025-06-07,2025-06-18,UBER TECHNOLOGIES INC,15-1252.00,Computer Occupations,Staff Software Engineer,203500,221426,Year,Salt Lake City,UT,84101
I-200-24000231,Certified,2025-04-10,2025-05-05,META PLATFORMS INC,15-1252.00,Computer Occupations,Staff Software Engineer,213000,227022,Year,Salt Lake City,UT,84101
I-200-24000232,Certified,2026-03-31,2026-04-13,STRIPE INC,15-1252.00,Computer Occupations,Staff Software Engineer,235500,243525,Year,Remote,US,00000
I-200-24000233,Certified,2025-11-05,2025-11-17,UBER TECHNOLOGIES INC,15-1252.00,Computer Occupations,Staff Backend Architect,207000,220717,Year,Raleigh,NC,27601
I-200-24000234,Certified,2025-10-15,2025-11-01,OPENAI LLC,15-1252.00,Computer Occupations,Staff Software Engineer,174500,184334,Year,Atlanta,GA,30303
I-200-24000235,Certified,2025-06-01,2025-06-15,OUTLIER CORP,15-1252.00,Computer Occupations,Staff Software Engineer,2500000,2500000,Year,Raleigh,NC,27601
I-200-24000236,Certified,2025-11-26,2025-12-04,ANTHROPIC PBC,15-1252.00,Computer Occupations,Senior Staff Software Engineer,334000,350440,Year,Sunnyvale,CA,94086
I-200-24000237,Certified,2026-02-26,2026-03-17,MICROSOFT CORP,15-1252.00,Computer Occupations,Senior Staff Software Engineer,321500,330749,Year,San Francisco,CA,94105
I-200-24000238,Certified,2025-10-18,2025-11-15,SNOWFLAKE INC,15-1252.00,Computer Occupations,Principal Software Engineer,321000,329761,Year,New York,NY,10001
I-200-24000239,Certified,2025-09-06,2025-09-13,CLOUDFLARE INC,15-1252.00,Computer Occupations,Principal Software Engineer,326000,336231,Year,Seattle,WA,98101
I-200-24000240,Certified,2025-08-30,2025-09-17,AIRBNB INC,15-1252.00,Computer Occupations,Senior Staff Software Engineer,345000,364289,Year,San Francisco,CA,94105
I-200-24000241,Certified,2025-11-28,2025-12-09,CLOUDFLARE INC,15-1252.00,Computer Occupations,Senior Staff Software Engineer,386500,403734,Year,Sunnyvale,CA,94086
I-200-24000242,Certified,2025-05-14,2025-05-26,SNOWFLAKE INC,15-1252.00,Computer Occupations,Senior Staff Software Engineer,331500,342963,Year,New York,NY,10001
I-200-24000243,Certified,2026-01-07,2026-02-04,PALANTIR TECHNOLOGIES INC,15-1252.00,Computer Occupations,Senior Staff Software Engineer,377500,392080,Year,Seattle,WA,98101
I-200-24000244,Certified,2026-04-05,2026-05-02,PALANTIR TECHNOLOGIES INC,15-1252.00,Computer Occupations,Principal Software Engineer,287000,305891,Year,Seattle,WA,98101
I-200-24000245,Certified,2026-03-09,2026-04-03,SNOWFLAKE INC,15-1252.00,Computer Occupations,Senior Staff Software Engineer,280000,293687,Year,San Francisco,CA,94105
I-200-24000246,Certified,2025-09-22,2025-10-09,OPENAI LLC,15-1252.00,Computer Occupations,Senior Staff Software Engineer,351500,356565,Year,San Francisco,CA,94105
I-200-24000247,Certified,2025-11-17,2025-12-16,CLOUDFLARE INC,15-1252.00,Computer Occupations,Principal Software Engineer,353000,367065,Year,New York,NY,10001
I-200-24000248,Certified,2026-05-03,2026-05-10,OPENAI LLC,15-1252.00,Computer Occupations,Senior Staff Software Engineer,351500,361376,Year,Sunnyvale,CA,94086
I-200-24000249,Certified,2025-12-23,2026-01-17,UBER TECHNOLOGIES INC,15-1252.00,Computer Occupations,Senior Staff Software Engineer,329500,343348,Year,Sunnyvale,CA,94086
I-200-24000250,Certified,2024-12-20,2025-01-18,OPENAI LLC,15-1252.00,Computer Occupations,Principal Software Engineer,357500,368619,Year,New York,NY,10001
I-200-24000251,Certified,2025-01-12,2025-01-21,APPLE INC,15-1252.00,Computer Occupations,Senior Staff Software Engineer,356500,363577,Year,New York,NY,10001
I-200-24000252,Certified,2025-12-31,2026-01-21,PALANTIR TECHNOLOGIES INC,15-1252.00,Computer Occupations,Senior Staff Software Engineer,345000,361787,Year,Seattle,WA,98101
I-200-24000253,Certified,2025-08-01,2025-08-10,STRIPE INC,15-1252.00,Computer Occupations,Senior Staff Software Engineer,325000,334125,Year,Sunnyvale,CA,94086
I-200-24000254,Certified,2025-03-20,2025-04-09,AMAZON.COM SERVICES LLC,15-1252.00,Computer Occupations,Principal Software Engineer,333500,349474,Year,San Francisco,CA,94105
I-200-24000255,Certified,2025-12-09,2025-12-19,META PLATFORMS INC,15-1252.00,Computer Occupations,Senior Staff Software Engineer,379000,397860,Year,San Francisco,CA,94105
I-200-24000256,Certified,2025-10-10,2025-11-02,AIRBNB INC,15-1252.00,Computer Occupations,Principal Software Engineer,358000,372177,Year,Seattle,WA,98101
I-200-24000257,Certified,2025-06-01,2025-06-15,OUTLIER CORP,15-1252.00,Computer Occupations,Senior Staff Software Engineer,2500000,2500000,Year,Seattle,WA,98101
I-200-24000258,Certified,2025-07-15,2025-07-30,CLOUDFLARE INC,15-1252.00,Computer Occupations,Principal Software Engineer,302500,307692,Year,Denver,CO,80202
I-200-24000259,Certified,2025-02-28,2025-03-16,ANTHROPIC PBC,15-1252.00,Computer Occupations,Principal Software Engineer,265000,281051,Year,Boston,MA,02110
I-200-24000260,Certified,2026-01-07,2026-01-30,MICROSOFT CORP,15-1252.00,Computer Occupations,Senior Staff Software Engineer,275500,290168,Year,Chicago,IL,60601
I-200-24000261,Certified,2025-09-23,2025-10-20,AIRBNB INC,15-1252.00,Computer Occupations,Principal Software Engineer,270000,282008,Year,Denver,CO,80202
I-200-24000262,Certified,2025-04-26,2025-05-11,ANTHROPIC PBC,15-1252.00,Computer Occupations,Senior Staff Software Engineer,284500,300623,Year,Boston,MA,02110
I-200-24000263,Certified,2025-08-19,2025-08-26,MICROSOFT CORP,15-1252.00,Computer Occupations,Senior Staff Software Engineer,293500,306746,Year,Denver,CO,80202
I-200-24000264,Certified,2024-12-12,2025-01-05,SNOWFLAKE INC,15-1252.00,Computer Occupations,Principal Software Engineer,308000,326518,Year,Boston,MA,02110
I-200-24000265,Certified,2025-04-29,2025-05-19,PALANTIR TECHNOLOGIES INC,15-1252.00,Computer Occupations,Senior Staff Software Engineer,240000,249894,Year,Chicago,IL,60601
I-200-24000266,Certified,2025-12-12,2026-01-07,OPENAI LLC,15-1252.00,Computer Occupations,Principal Software Engineer,307500,317363,Year,Austin,TX,78701
I-200-24000267,Certified,2025-05-10,2025-05-19,SNOWFLAKE INC,15-1252.00,Computer Occupations,Principal Software Engineer,343500,357950,Year,Chicago,IL,60601
I-200-24000268,Certified,2026-01-20,2026-02-15,PALANTIR TECHNOLOGIES INC,15-1252.00,Computer Occupations,Senior Staff Software Engineer,322000,331600,Year,Boston,MA,02110
I-200-24000269,Certified,2025-02-05,2025-02-21,APPLE INC,15-1252.00,Computer Occupations,Senior Staff Software Engineer,321500,335914,Year,Chicago,IL,60601
I-200-24000270,Certified,2025-09-27,2025-10-24,MICROSOFT CORP,15-1252.00,Computer Occupations,Principal Software Engineer,320500,326537,Year,Boston,MA,02110
I-200-24000271,Certified,2025-11-03,2025-11-22,PALANTIR TECHNOLOGIES INC,15-1252.00,Computer Occupations,Senior Staff Software Engineer,257000,262113,Year,Austin,TX,78701
I-200-24000272,Certified,2025-09-09,2025-09-17,PALANTIR TECHNOLOGIES INC,15-1252.00,Computer Occupations,Senior Staff Software Engineer,311500,324928,Year,Denver,CO,80202
I-200-24000273,Certified,2025-10-23,2025-11-10,STRIPE INC,15-1252.00,Computer Occupations,Senior Staff Software Engineer,294000,305438,Year,Chicago,IL,60601
I-200-24000274,Certified,2025-06-01,2025-06-15,OUTLIER CORP,15-1252.00,Computer Occupations,Senior Staff Software Engineer,2500000,2500000,Year,Chicago,IL,60601
I-200-24000275,Certified,2025-08-27,2025-09-21,MICROSOFT CORP,15-1252.00,Computer Occupations,Principal Software Engineer,214500,234128,Year,Raleigh,NC,27601
I-200-24000276,Certified,2024-12-16,2025-01-02,APPLE INC,15-1252.00,Computer Occupations,Senior Staff Software Engineer,277000,283576,Year,Salt Lake City,UT,84101
I-200-24000277,Certified,2025-01-04,2025-01-25,CLOUDFLARE INC,15-1252.00,Computer Occupations,Principal Software Engineer,196500,214322,Year,Salt Lake City,UT,84101
I-200-24000278,Certified,2025-04-27,2025-05-15,DATADOG INC,15-1252.00,Computer Occupations,Senior Staff Software Engineer,256000,263835,Year,Atlanta,GA,30303
I-200-24000279,Certified,2025-04-08,2025-04-17,AIRBNB INC,15-1252.00,Computer Occupations,Principal Software Engineer,223000,241888,Year,Salt Lake City,UT,84101
I-200-24000280,Certified,2026-04-07,2026-04-19,DATADOG INC,15-1252.00,Computer Occupations,Principal Software Engineer,247500,260667,Year,Remote,US,00000
I-200-24000281,Certified,2025-01-09,2025-02-05,AIRBNB INC,15-1252.00,Computer Occupations,Principal Software Engineer,271500,289888,Year,Atlanta,GA,30303
I-200-24000282,Certified,2025-12-20,2026-01-03,META PLATFORMS INC,15-1252.00,Computer Occupations,Principal Software Engineer,280000,293390,Year,Atlanta,GA,30303
I-200-24000283,Certified,2025-03-23,2025-04-07,OPENAI LLC,15-1252.00,Computer Occupations,Principal Software Engineer,291500,298602,Year,Raleigh,NC,27601
I-200-24000284,Certified,2025-09-29,2025-10-16,STRIPE INC,15-1252.00,Computer Occupations,Principal Software Engineer,238500,243798,Year,Raleigh,NC,27601
